info, 1, /workspace/perf_tester/corpus/akka/akka-actor/target/scala-2.12/classes
header,id,phaseId,phaseName,type,id,comment,wallClockTimeMs,idleTimeMs,cpuTimeMs,userTimeMs,allocatedMB,retainedHeapMB,gcTimeMs
data,2,1,parser,single,-1,--, 271.040823,0.0,268.688,267.19,44.522096,44.774168,0
data,2,1,parser,total,-1,--, 271.040823,0.0,268.688,267.19,44.522096,44.774168,0
data,2,2,namer,single,-1,--, 31.650973,0.0,30.191,29.989,3.746392,3.877552,0
data,2,2,namer,total,-1,--, 31.650973,0.0,30.191,29.989,3.746392,3.877552,0
data,2,3,packageobjects,single,-1,--, 4.091204,0.0,3.92,3.699,0.336144,0.0,0
data,2,3,packageobjects,total,-1,--, 4.091204,0.0,3.92,3.699,0.336144,0.0,0
GC,98166, 98197
GC,99770, 99798
GC,101225, 101241
data,2,4,typer,single,-1,--, 4940.145939,0.0,4755.941,4710.843,680.383616,147.280392,76
data,2,4,typer,total,-1,--, 4940.145939,0.0,4755.941,4710.843,680.383616,147.280392,76
GC,102515, 102537
data,2,5,patmat,single,-1,--, 993.767729,0.0,954.016,946.443,135.398456,-62.462584,22
data,2,5,patmat,total,-1,--, 993.767729,0.0,954.016,946.443,135.398456,-62.462584,22
data,2,6,superaccessors,single,-1,--, 94.994986,0.0,94.24,93.967,24.070536,24.545544,0
data,2,6,superaccessors,total,-1,--, 94.994986,0.0,94.24,93.967,24.070536,24.545544,0
data,2,7,extmethods,single,-1,--, 28.655173,0.0,28.612,28.502,5.23536,7.013016,0
data,2,7,extmethods,total,-1,--, 28.655173,0.0,28.612,28.502,5.23536,7.013016,0
data,2,8,pickler,single,-1,--, 177.19783,0.0,176.395,175.772,23.906528,21.05608,0
data,2,8,pickler,total,-1,--, 177.19783,0.0,176.395,175.772,23.906528,21.05608,0
GC,103845, 103857
GC,104586, 104598
data,2,9,xsbt-api,single,-1,--, 1052.96382,0.0,1002.115,992.682,322.91368,-80.060872,24
data,2,9,xsbt-api,total,-1,--, 1052.96382,0.0,1002.115,992.682,322.91368,-80.060872,24
data,2,10,xsbt-dependency,single,-1,--, 224.120568,0.0,220.636,219.243,82.819232,80.47876,0
data,2,10,xsbt-dependency,total,-1,--, 224.120568,0.0,220.636,219.243,82.819232,80.47876,0
GC,105549, 105565
data,2,11,refchecks,single,-1,--, 661.345126,0.0,631.796,627.198,74.473584,-134.745472,16
data,2,11,refchecks,total,-1,--, 661.345126,0.0,631.796,627.198,74.473584,-134.745472,16
data,2,12,uncurry,single,-1,--, 398.322774,0.0,392.733,390.848,62.933536,63.821616,0
data,2,12,uncurry,total,-1,--, 398.322774,0.0,392.733,390.848,62.933536,63.821616,0
data,2,13,fields,single,-1,--, 197.389735,0.0,194.709,193.791,30.253752,29.77908,0
data,2,13,fields,total,-1,--, 197.389735,0.0,194.709,193.791,30.253752,29.77908,0
data,2,14,tailcalls,single,-1,--, 100.087885,0.0,99.086,98.721,14.686352,12.762256,0
data,2,14,tailcalls,total,-1,--, 100.087885,0.0,99.086,98.721,14.686352,12.762256,0
GC,106832, 106861
data,2,15,specialize,single,-1,--, 506.820518,0.0,472.822,466.79,101.617448,-103.651728,28
data,2,15,specialize,total,-1,--, 506.820518,0.0,472.822,466.79,101.617448,-103.651728,28
data,2,16,explicitouter,single,-1,--, 179.747381,0.0,176.154,175.098,32.871832,34.57824,0
data,2,16,explicitouter,total,-1,--, 179.747381,0.0,176.154,175.098,32.871832,34.57824,0
GC,108389, 108411
data,2,17,erasure,single,-1,--, 1570.129856,0.0,1498.147,1486.306,206.097288,-12.590704,22
data,2,17,erasure,total,-1,--, 1570.129856,0.0,1498.147,1486.306,206.097288,-12.590704,22
data,2,18,posterasure,single,-1,--, 203.1064,0.0,194.164,192.728,17.459792,18.399344,0
data,2,18,posterasure,total,-1,--, 203.1064,0.0,194.164,192.728,17.459792,18.399344,0
data,2,19,lambdalift,single,-1,--, 208.812335,0.0,203.612,202.13,38.920472,41.409152,0
data,2,19,lambdalift,total,-1,--, 208.812335,0.0,203.612,202.13,38.920472,41.409152,0
data,2,20,constructors,single,-1,--, 168.427598,0.0,163.473,162.288,17.76752,18.39932,0
data,2,20,constructors,total,-1,--, 168.427598,0.0,163.473,162.288,17.76752,18.39932,0
data,2,21,flatten,single,-1,--, 64.485935,0.0,64.068,63.86,7.431296,4.599856,0
data,2,21,flatten,total,-1,--, 64.485935,0.0,64.068,63.86,7.431296,4.599856,0
data,2,22,mixin,single,-1,--, 289.142209,0.0,285.567,284.038,55.116944,55.2006,0
data,2,22,mixin,total,-1,--, 289.142209,0.0,285.567,284.038,55.116944,55.2006,0
data,2,23,cleanup,single,-1,--, 68.991624,0.0,67.829,67.429,6.48108,9.199664,0
data,2,23,cleanup,total,-1,--, 68.991624,0.0,67.829,67.429,6.48108,9.199664,0
data,2,24,delambdafy,single,-1,--, 148.470318,0.0,144.569,143.426,23.072792,22.999184,0
data,2,24,delambdafy,total,-1,--, 148.470318,0.0,144.569,143.426,23.072792,22.999184,0
GC,110006, 110028
GC,111318, 111347
data,2,25,jvm,single,-1,--, 2527.604565,0.0,2391.316,2128.095,505.902768,78.189008,51
data,2,25,jvm,total,-1,--, 2527.604565,0.0,2391.316,2128.095,505.902768,78.189008,51
data,2,26,xsbt-analyzer,single,-1,--, 20.835507,0.0,20.738,16.709,4.234784,4.889016,0
data,2,26,xsbt-analyzer,total,-1,--, 20.835507,0.0,20.738,16.709,4.234784,4.889016,0
info, 3, /workspace/perf_tester/corpus/akka/akka-actor/target/scala-2.12/classes
header,id,phaseId,phaseName,type,id,comment,wallClockTimeMs,idleTimeMs,cpuTimeMs,userTimeMs,allocatedMB,retainedHeapMB,gcTimeMs
data,3,0,<init phase>,single,-1,--, 12.603107,0.0,12.571,9.65,4.869176,5.059704,0
data,3,0,<init phase>,total,-1,--, 12.603107,0.0,12.571,9.65,4.869176,5.059704,0
data,3,1,parser,single,-1,--, 270.382683,0.0,263.556,262.04,44.514064,44.355592,0
data,3,1,parser,total,-1,--, 270.382683,0.0,263.556,262.04,44.514064,44.355592,0
data,3,2,namer,single,-1,--, 24.463093,0.0,21.395,21.133,3.745952,3.696304,0
data,3,2,namer,total,-1,--, 24.463093,0.0,21.395,21.133,3.745952,3.696304,0
data,3,3,packageobjects,single,-1,--, 2.309087,0.0,2.31,2.274,0.336112,1.232104,0
data,3,3,packageobjects,total,-1,--, 2.309087,0.0,2.31,2.274,0.336112,1.232104,0
GC,127344, 127367
GC,128951, 128990
GC,130567, 130596
data,3,4,typer,single,-1,--, 4394.236023,0.0,4220.306,4183.758,679.751128,7.532176,91
data,3,4,typer,total,-1,--, 4394.236023,0.0,4220.306,4183.758,679.751128,7.532176,91
GC,132256, 132276
data,3,5,patmat,single,-1,--, 944.916041,0.0,913.676,904.64,133.147912,-107.985136,20
data,3,5,patmat,total,-1,--, 944.916041,0.0,913.676,904.64,133.147912,-107.985136,20
data,3,6,superaccessors,single,-1,--, 72.451321,0.0,70.871,70.342,24.046632,24.856112,0
data,3,6,superaccessors,total,-1,--, 72.451321,0.0,70.871,70.342,24.046632,24.856112,0
data,3,7,extmethods,single,-1,--, 23.011439,0.0,22.7,22.549,5.235768,4.142712,0
data,3,7,extmethods,total,-1,--, 23.011439,0.0,22.7,22.549,5.235768,4.142712,0
data,3,8,pickler,single,-1,--, 146.652592,0.0,137.109,136.018,23.90332,24.856048,0
data,3,8,pickler,total,-1,--, 146.652592,0.0,137.109,136.018,23.90332,24.856048,0
GC,133091, 133108
