info, 1, version, 2, output, /home/kromanowski/workspace/perf_tester/corpus/scala-library/target/scala-2.13.0-M3/classes
header(main/background),startNs,endNs,runId,phaseId,phaseName,purpose,task-count,threadId,threadName,runNs,idleNs,cpuTimeNs,userTimeNs,allocatedByte,heapSize
header(GC),startNs,endNs,startMs,endMs,name,action,cause,threads
main,7852062735927,7852087173817,1,0,<init phase>,,0,106,pool-12-thread-2,24437890,0,23375107,20000000,6188776,167443392 
GC,7853377855856,7853423855856,13388, 13433,PS Scavenge,end of minor GC,Allocation Failure,8
GC,7854038317429,7854072317429,14056, 14089,PS Scavenge,end of minor GC,Allocation Failure,8
main,7852098324403,7854491367713,1,1,parser,,0,106,pool-12-thread-2,2393043310,0,2271219423,2260000000,578503984,291619456 
main,7854491623744,7854973433588,1,2,namer,,0,106,pool-12-thread-2,481809844,0,459905695,450000000,16001776,311608680 
info, 2, version, 2, output, /home/kromanowski/workspace/perf_tester/corpus/scala-library/target/scala-2.13.0-M3/classes
header(main/background),startNs,endNs,runId,phaseId,phaseName,purpose,task-count,threadId,threadName,runNs,idleNs,cpuTimeNs,userTimeNs,allocatedByte,heapSize
header(GC),startNs,endNs,startMs,endMs,name,action,cause,threads
main,7855830327421,7855844100201,2,0,<init phase>,,0,119,pool-14-thread-2,13772780,0,13589805,10000000,6098224,367422064 
GC,7855944293475,7855979293475,15962, 15996,PS Scavenge,end of minor GC,Allocation Failure,8
GC,7856507866838,7856548866838,16526, 16566,PS Scavenge,end of minor GC,Allocation Failure,8
main,7855847087564,7856975423347,2,1,parser,,0,119,pool-14-thread-2,1128335783,0,1045330218,1040000000,559000576,398977536 
main,7856975582625,7857128773775,2,2,namer,,0,119,pool-14-thread-2,153191150,0,146839356,150000000,8600424,407515832 
info, 3, version, 2, output, /home/kromanowski/workspace/perf_tester/corpus/scala-library/target/scala-2.13.0-M3/classes
header(main/background),startNs,endNs,runId,phaseId,phaseName,purpose,task-count,threadId,threadName,runNs,idleNs,cpuTimeNs,userTimeNs,allocatedByte,heapSize
header(GC),startNs,endNs,startMs,endMs,name,action,cause,threads
main,7857516349525,7857530328232,3,0,<init phase>,,0,132,pool-16-thread-1,13978707,0,13965178,10000000,6098248,460218712 
